Serial Number:20541928 --

Date Time - GMT +09:00,"Temp, (*C)","Intensity, (lux)",Button Down,Button Up,Host Connect,EOF,
2020-08-31 02:30:00,28.61,0, , , , ,
2020-08-31 02:40:00,28.65,0, , , , ,
2020-08-31 02:50:00,28.61,0, , , , ,
2020-08-31 03:00:00,28.70,0, , , , ,
2020-08-31 03:10:00,28.65,0, , , , ,
2020-08-31 03:20:00,28.57,0, , , , ,
2020-08-31 03:30:00,28.61,0, , , , ,
2020-08-31 03:40:00,28.53,0, , , , ,
2020-08-31 03:50:00,28.44,0, , , , ,
2020-08-31 04:00:00,28.44,0, , , , ,
2020-08-31 04:10:00,28.53,0, , , , ,
2020-08-31 04:20:00,28.61,0, , , , ,
2020-08-31 04:30:00,28.65,0, , , , ,
2020-08-31 04:40:00,28.74,0, , , , ,
2020-08-31 04:50:00,28.57,0, , , , ,
2020-08-31 05:00:00,28.57,0, , , , ,
2020-08-31 05:10:00,28.57,0, , , , ,
2020-08-31 05:20:00,28.53,0, , , , ,
2020-08-31 05:30:00,28.53,0, , , , ,
2020-08-31 05:40:00,28.65,6, , , , ,
2020-08-31 05:50:00,28.44,55, , , , ,
2020-08-31 06:00:00,28.44,211, , , , ,
2020-08-31 06:10:00,28.53,455, , , , ,
2020-08-31 06:20:00,28.48,769, , , , ,
2020-08-31 06:30:00,28.44,1132, , , , ,
2020-08-31 06:40:00,28.53,1350, , , , ,
2020-08-31 06:50:00,28.61,1777, , , , ,
2020-08-31 07:00:00,28.65,2298, , , , ,
2020-08-31 07:10:00,28.70,2796, , , , ,
2020-08-31 07:20:00,28.78,3959, , , , ,
2020-08-31 07:30:00,28.83,2590, , , , ,
2020-08-31 07:40:00,28.74,3485, , , , ,
2020-08-31 07:50:00,28.78,4497, , , , ,
2020-08-31 08:00:00,28.78,6536, , , , ,
2020-08-31 08:10:00,28.91,8051, , , , ,
2020-08-31 08:20:00,28.91,9126, , , , ,
2020-08-31 08:30:00,28.95,10522, , , , ,
2020-08-31 08:40:00,28.95,10819, , , , ,
2020-08-31 08:50:00,28.91,12524, , , , ,
2020-08-31 09:00:00,29.00,13768, , , , ,
2020-08-31 09:10:00,29.04,14930, , , , ,
2020-08-31 09:20:00,29.08,14269, , , , ,
2020-08-31 09:30:00,29.08,16947, , , , ,
2020-08-31 09:40:00,29.17,18668, , , , ,
2020-08-31 09:50:00,29.21,21187, , , , ,
2020-08-31 10:00:00,29.26,22159, , , , ,
2020-08-31 10:10:00,29.30,19963, , , , ,
2020-08-31 10:20:00,29.38,23142, , , , ,
2020-08-31 10:30:00,29.38,26225, , , , ,
2020-08-31 10:40:00,29.47,23521, , , , ,
2020-08-31 10:50:00,29.51,23900, , , , ,
2020-08-31 11:00:00,29.56,24648, , , , ,
2020-08-31 11:10:00,29.56,26819, , , , ,
2020-08-31 11:20:00,29.60,25221, , , , ,
2020-08-31 11:30:00,29.68,28570, , , , ,
2020-08-31 11:40:00,29.68,32604, , , , ,
2020-08-31 11:50:00,29.77,33393, , , , ,
2020-08-31 12:00:00,29.77,32440, , , , ,
2020-08-31 12:10:00,29.77,33987, , , , ,
2020-08-31 12:20:00,29.90,29358, , , , ,
2020-08-31 12:30:00,29.90,28559, , , , ,
2020-08-31 12:40:00,29.90,31099, , , , ,
2020-08-31 12:50:00,29.94,26337, , , , ,
2020-08-31 13:00:00,29.90,29563, , , , ,
2020-08-31 13:10:00,29.94,24556, , , , ,
2020-08-31 13:20:00,29.94,26849, , , , ,
2020-08-31 13:30:00,30.07,28283, , , , ,
2020-08-31 13:40:00,29.98,28293, , , , ,
2020-08-31 13:50:00,30.03,21125, , , , ,
2020-08-31 14:00:00,29.98,23890, , , , ,
2020-08-31 14:10:00,29.90,22456, , , , ,
2020-08-31 14:20:00,29.98,23316, , , , ,
2020-08-31 14:30:00,29.98,20070, , , , ,
2020-08-31 14:40:00,30.07,18227, , , , ,
2020-08-31 14:50:00,30.11,19267, , , , ,
2020-08-31 15:00:00,30.11,18452, , , , ,
2020-08-31 15:10:00,30.11,19082, , , , ,
2020-08-31 15:20:00,30.16,17572, , , , ,
2020-08-31 15:30:00,30.03,14653, , , , ,
2020-08-31 15:40:00,30.03,13256, , , , ,
2020-08-31 15:50:00,30.03,12549, , , , ,
2020-08-31 16:00:00,29.98,11162, , , , ,
2020-08-31 16:10:00,29.94,10089, , , , ,
2020-08-31 16:20:00,29.94,8842, , , , ,
2020-08-31 16:30:00,29.90,7567, , , , ,
2020-08-31 16:40:00,29.86,6326, , , , ,
2020-08-31 16:50:00,29.81,5409, , , , ,
2020-08-31 17:00:00,29.86,4977, , , , ,
2020-08-31 17:10:00,29.81,3898, , , , ,
2020-08-31 17:20:00,29.73,3039, , , , ,
2020-08-31 17:30:00,29.73,2497, , , , ,
2020-08-31 17:40:00,29.73,1646, , , , ,
2020-08-31 17:50:00,29.73,1375, , , , ,
2020-08-31 18:00:00,29.68,1015, , , , ,
2020-08-31 18:10:00,29.68,726, , , , ,
2020-08-31 18:20:00,29.68,430, , , , ,
2020-08-31 18:30:00,29.73,279, , , , ,
2020-08-31 18:40:00,29.64,140, , , , ,
2020-08-31 18:50:00,29.64,55, , , , ,
2020-08-31 19:00:00,29.64,12, , , , ,
2020-08-31 19:10:00,29.56,1, , , , ,
2020-08-31 19:20:00,29.56,0, , , , ,
2020-08-31 19:30:00,29.64,0, , , , ,
2020-08-31 19:40:00,29.64,0, , , , ,
2020-08-31 19:50:00,29.64,0, , , , ,
2020-08-31 20:00:00,29.60,0, , , , ,
2020-08-31 20:10:00,29.60,0, , , , ,
2020-08-31 20:20:00,29.56,0, , , , ,
2020-08-31 20:30:00,29.60,0, , , , ,
2020-08-31 20:40:00,29.56,0, , , , ,
2020-08-31 20:50:00,29.56,0, , , , ,
2020-08-31 21:00:00,29.56,0, , , , ,
2020-08-31 21:10:00,29.56,0, , , , ,
2020-08-31 21:20:00,29.51,0, , , , ,
2020-08-31 21:30:00,29.51,0, , , , ,
2020-08-31 21:40:00,29.51,0, , , , ,
2020-08-31 21:50:00,29.43,0, , , , ,
2020-08-31 22:00:00,29.43,0, , , , ,
2020-08-31 22:10:00,29.43,0, , , , ,
2020-08-31 22:20:00,29.43,0, , , , ,
2020-08-31 22:30:00,29.43,0, , , , ,
2020-08-31 22:40:00,29.38,0, , , , ,
2020-08-31 22:50:00,29.38,0, , , , ,
2020-08-31 23:00:00,29.30,0, , , , ,
2020-08-31 23:10:00,29.30,0, , , , ,
2020-08-31 23:20:00,29.26,0, , , , ,
2020-08-31 23:30:00,29.21,0, , , , ,
2020-08-31 23:40:00,29.26,0, , , , ,
2020-08-31 23:50:00,29.26,0, , , , ,
2020-09-01 00:00:00,29.21,0, , , , ,
2020-09-01 00:10:00,29.21,0, , , , ,
2020-09-01 00:20:00,29.17,0, , , , ,
2020-09-01 00:30:00,29.21,0, , , , ,
2020-09-01 00:40:00,29.17,0, , , , ,
2020-09-01 00:50:00,29.21,0, , , , ,
2020-09-01 01:00:00,29.17,0, , , , ,
2020-09-01 01:10:00,29.21,0, , , , ,
2020-09-01 01:20:00,29.17,0, , , , ,
2020-09-01 01:30:00,29.17,0, , , , ,
2020-09-01 01:40:00,29.17,0, , , , ,
2020-09-01 01:50:00,29.17,0, , , , ,
2020-09-01 02:00:00,29.17,0, , , , ,
2020-09-01 02:10:00,29.17,0, , , , ,
2020-09-01 02:20:00,29.13,0, , , , ,
2020-09-01 02:30:00,29.17,0, , , , ,
2020-09-01 02:40:00,29.21,0, , , , ,
2020-09-01 02:50:00,29.26,0, , , , ,
2020-09-01 03:00:00,29.30,0, , , , ,
2020-09-01 03:10:00,29.26,0, , , , ,
2020-09-01 03:20:00,29.21,0, , , , ,
2020-09-01 03:30:00,29.17,0, , , , ,
2020-09-01 03:40:00,29.17,0, , , , ,
2020-09-01 03:50:00,29.13,0, , , , ,
2020-09-01 04:00:00,29.17,0, , , , ,
2020-09-01 04:10:00,29.17,0, , , , ,
2020-09-01 04:20:00,29.08,0, , , , ,
2020-09-01 04:30:00,29.13,0, , , , ,
2020-09-01 04:40:00,29.08,0, , , , ,
2020-09-01 04:50:00,29.08,0, , , , ,
2020-09-01 05:00:00,29.04,0, , , , ,
2020-09-01 05:10:00,29.08,0, , , , ,
2020-09-01 05:20:00,29.04,0, , , , ,
2020-09-01 05:30:00,29.04,0, , , , ,
2020-09-01 05:40:00,29.08,2, , , , ,
2020-09-01 05:50:00,29.04,29, , , , ,
2020-09-01 06:00:00,29.00,110, , , , ,
2020-09-01 06:10:00,29.04,259, , , , ,
2020-09-01 06:20:00,29.04,440, , , , ,
2020-09-01 06:30:00,29.00,617, , , , ,
2020-09-01 06:40:00,28.91,803, , , , ,
2020-09-01 06:50:00,28.91,785, , , , ,
2020-09-01 07:00:00,29.00,1214, , , , ,
2020-09-01 07:10:00,28.83,1926, , , , ,
2020-09-01 07:20:00,28.78,2090, , , , ,
2020-09-01 07:30:00,28.78,1657, , , , ,
2020-09-01 07:40:00,28.78,1600, , , , ,
2020-09-01 07:50:00,29.38,4155, , , , ,
2020-09-01 08:00:00,29.43,4749, , , , ,
2020-09-01 08:10:00,29.43,4806, , , , ,
2020-09-01 08:20:00,29.47,5240, , , , ,
2020-09-01 08:30:00,29.47,6298, , , , ,
2020-09-01 08:40:00,29.51,7135, , , , ,
2020-09-01 08:50:00,29.56,9669, , , , ,
2020-09-01 09:00:00,29.60,10916, , , , ,
2020-09-01 09:10:00,29.68,11981, , , , ,
2020-09-01 09:20:00,29.64,10429, , , , ,
2020-09-01 09:30:00,29.64,10360, , , , ,
2020-09-01 09:40:00,29.68,10982, , , , ,
2020-09-01 09:50:00,29.90,17777, , , , ,
2020-09-01 10:00:00,29.90,16655, , , , ,
2020-09-01 10:10:00,29.90,15974, , , , ,
2020-09-01 10:20:00,29.98,18478, , , , ,
2020-09-01 10:30:00,30.11,19830, , , , ,
2020-09-01 10:40:00,30.07,15242, , , , ,
2020-09-01 10:50:00,29.98,13742, , , , ,
2020-09-01 11:00:00,30.03,13276, , , , ,
2020-09-01 11:10:00,30.03,13619, , , , ,
2020-09-01 11:20:00,30.11,14397, , , , ,
2020-09-01 11:30:00,30.20,18980, , , , ,
2020-09-01 11:40:00,30.33,17905, , , , ,
2020-09-01 11:50:00,30.24,13368, , , , ,
2020-09-01 12:00:00,30.37,16404, , , , ,
2020-09-01 12:10:00,30.41,17464, , , , ,
2020-09-01 12:20:00,30.84,22446, , , , ,
2020-09-01 12:30:00,30.89,23040, , , , ,
2020-09-01 12:40:00,31.44,22057, , , , ,
2020-09-01 12:50:00,30.89,17556, , , , ,
2020-09-01 13:00:00,30.97,16148, , , , ,
2020-09-01 13:10:00,30.67,14362, , , , ,
2020-09-01 13:20:00,29.98,10097, , , , ,
2020-09-01 13:30:00,29.98,11561, , , , ,
2020-09-01 13:40:00,29.98,12196, , , , ,
2020-09-01 13:50:00,30.16,19538, , , , ,
2020-09-01 14:00:00,30.50,21125, , , , ,
2020-09-01 14:10:00,30.80,25692, , , , ,
2020-09-01 14:20:00,30.76,23521, , , , ,
2020-09-01 14:30:00,30.59,20557, , , , ,
2020-09-01 14:40:00,30.33,16476, , , , ,
2020-09-01 14:50:00,30.71,23020, , , , ,
2020-09-01 15:00:00,30.54,23040, , , , ,
2020-09-01 15:10:00,30.97,30454, , , , ,
2020-09-01 15:20:00,31.19,26941, , , , ,
2020-09-01 15:30:00,30.89,24402, , , , ,
2020-09-01 15:40:00,30.76,21801, , , , ,
2020-09-01 15:50:00,30.50,13399, , , , ,
2020-09-01 16:00:00,30.28,11633, , , , ,
2020-09-01 16:10:00,30.20,10552, , , , ,
2020-09-01 16:20:00,30.07,8602, , , , ,
2020-09-01 16:30:00,29.98,7163, , , , ,
2020-09-01 16:40:00,29.98,6574, , , , ,
2020-09-01 16:50:00,29.90,7311, , , , ,
2020-09-01 17:00:00,29.90,6305, , , , ,
2020-09-01 17:10:00,29.98,6264, , , , ,
2020-09-01 17:20:00,30.03,8694, , , , ,
2020-09-01 17:30:00,29.90,6124, , , , ,
2020-09-01 17:40:00,29.90,3141, , , , ,
2020-09-01 17:50:00,29.68,2944, , , , ,
2020-09-01 18:00:00,29.64,1899, , , , ,
2020-09-01 18:10:00,29.51,1612, , , , ,
2020-09-01 18:20:00,29.51,1471, , , , ,
2020-09-01 18:30:00,29.47,1071, , , , ,
2020-09-01 18:40:00,29.47,505, , , , ,
2020-09-01 18:50:00,29.43,110, , , , ,
2020-09-01 19:00:00,29.38,23, , , , ,
2020-09-01 19:10:00,29.26,2, , , , ,
2020-09-01 19:20:00,29.30,0, , , , ,
2020-09-01 19:30:00,29.26,0, , , , ,
2020-09-01 19:40:00,29.26,0, , , , ,
2020-09-01 19:50:00,29.21,0, , , , ,
2020-09-01 20:00:00,29.17,0, , , , ,
2020-09-01 20:10:00,29.21,0, , , , ,
2020-09-01 20:20:00,29.17,0, , , , ,
2020-09-01 20:30:00,29.17,0, , , , ,
2020-09-01 20:40:00,29.13,0, , , , ,
2020-09-01 20:50:00,29.17,0, , , , ,
2020-09-01 21:00:00,29.17,0, , , , ,
2020-09-01 21:10:00,29.21,0, , , , ,
2020-09-01 21:20:00,29.26,0, , , , ,
2020-09-01 21:30:00,29.21,0, , , , ,
2020-09-01 21:40:00,29.08,0, , , , ,
2020-09-01 21:50:00,29.00,0, , , , ,
2020-09-01 22:00:00,28.95,0, , , , ,
2020-09-01 22:10:00,28.95,0, , , , ,
2020-09-01 22:20:00,28.95,0, , , , ,
2020-09-01 22:30:00,28.95,0, , , , ,
2020-09-01 22:40:00,28.95,0, , , , ,
2020-09-01 22:50:00,29.08,0, , , , ,
2020-09-01 23:00:00,29.13,0, , , , ,
2020-09-01 23:10:00,29.04,0, , , , ,
2020-09-01 23:20:00,29.00,0, , , , ,
2020-09-01 23:30:00,29.08,0, , , , ,
2020-09-01 23:40:00,29.08,0, , , , ,
2020-09-01 23:50:00,29.08,0, , , , ,
2020-09-02 00:00:00,29.04,0, , , , ,
2020-09-02 00:10:00,29.04,0, , , , ,
2020-09-02 00:20:00,29.04,0, , , , ,
2020-09-02 00:30:00,29.00,0, , , , ,
2020-09-02 00:40:00,29.00,0, , , , ,
2020-09-02 00:50:00,29.00,0, , , , ,
2020-09-02 01:00:00,28.95,0, , , , ,
2020-09-02 01:10:00,28.95,0, , , , ,
2020-09-02 01:20:00,28.87,0, , , , ,
2020-09-02 01:30:00,28.78,0, , , , ,
2020-09-02 01:40:00,28.78,0, , , , ,
2020-09-02 01:50:00,28.74,0, , , , ,
2020-09-02 02:00:00,28.74,0, , , , ,
2020-09-02 02:10:00,28.70,0, , , , ,
2020-09-02 02:20:00,28.65,0, , , , ,
2020-09-02 02:30:00,28.57,0, , , , ,
2020-09-02 02:40:00,28.57,0, , , , ,
2020-09-02 02:50:00,28.48,0, , , , ,
2020-09-02 03:00:00,28.48,0, , , , ,
2020-09-02 03:10:00,28.48,0, , , , ,
2020-09-02 03:20:00,28.44,0, , , , ,
2020-09-02 03:30:00,28.40,0, , , , ,
2020-09-02 03:40:00,28.40,0, , , , ,
2020-09-02 03:50:00,28.35,0, , , , ,
2020-09-02 04:00:00,28.35,0, , , , ,
2020-09-02 04:10:00,28.27,0, , , , ,
2020-09-02 04:20:00,28.27,0, , , , ,
2020-09-02 04:30:00,28.27,0, , , , ,
2020-09-02 04:40:00,28.23,0, , , , ,
2020-09-02 04:50:00,28.31,0, , , , ,
2020-09-02 05:00:00,28.35,0, , , , ,
2020-09-02 05:10:00,28.35,0, , , , ,
2020-09-02 05:20:00,28.40,0, , , , ,
2020-09-02 05:30:00,28.48,0, , , , ,
2020-09-02 05:40:00,28.48,5, , , , ,
2020-09-02 05:50:00,28.57,46, , , , ,
2020-09-02 06:00:00,28.57,209, , , , ,
2020-09-02 06:10:00,28.61,786, , , , ,
2020-09-02 06:20:00,28.65,1466, , , , ,
2020-09-02 06:30:00,28.70,1980, , , , ,
2020-09-02 06:40:00,28.65,2767, , , , ,
2020-09-02 06:50:00,28.61,3973, , , , ,
2020-09-02 07:00:00,28.53,5080, , , , ,
2020-09-02 07:10:00,28.53,5650, , , , ,
2020-09-02 07:20:00,28.53,5542, , , , ,
2020-09-02 07:30:00,28.57,6510, , , , ,
2020-09-02 07:40:00,28.61,7186, , , , ,
2020-09-02 07:50:00,28.70,7683, , , , ,
2020-09-02 08:00:00,28.70,7995, , , , ,
2020-09-02 08:10:00,28.70,8630, , , , ,
2020-09-02 08:20:00,28.74,8978, , , , ,
2020-09-02 08:30:00,28.74,9925, , , , ,
2020-09-02 08:40:00,28.74,11320, , , , ,
2020-09-02 08:50:00,28.70,12216, , , , ,
2020-09-02 09:00:00,28.70,8187, , , , ,
2020-09-02 09:10:00,28.61,6487, , , , ,
2020-09-02 09:20:00,28.61,9114, , , , ,
2020-09-02 09:30:00,28.65,9669, , , , ,
2020-09-02 09:40:00,28.65,9505, , , , ,
2020-09-02 09:50:00,28.61,8274, , , , ,
2020-09-02 10:00:00,28.65,8671, , , , ,
2020-09-02 10:10:00,28.61,7603, , , , ,
2020-09-02 10:20:00,28.57,3763, , , , ,
2020-09-02 10:30:00,28.57,3410, , , , ,
2020-09-02 10:40:00,28.53,3720, , , , ,
2020-09-02 10:50:00,28.53,5706, , , , ,
2020-09-02 11:00:00,28.53,3401, , , , ,
2020-09-02 11:10:00,28.48,3895, , , , ,
2020-09-02 11:20:00,28.48,3845, , , , ,
2020-09-02 11:30:00,28.61,10849, , , , ,
2020-09-02 11:40:00,28.74,13184, , , , ,
2020-09-02 11:50:00,28.48,5670, , , , ,
2020-09-02 12:00:00,28.70,14316, , , , ,
2020-09-02 12:10:00,28.70,11448, , , , ,
2020-09-02 12:20:00,28.48,5686, , , , ,
2020-09-02 12:30:00,28.44,3091, , , , ,
2020-09-02 12:40:00,28.35,2593, , , , ,
2020-09-02 12:50:00,28.31,1791, , , , ,
2020-09-02 13:00:00,28.27,3067, , , , ,
2020-09-02 13:10:00,28.27,2671, , , , ,
2020-09-02 13:20:00,28.27,2019, , , , ,
2020-09-02 13:30:00,28.18,2367, , , , ,
2020-09-02 13:40:00,28.14,1885, , , , ,
2020-09-02 13:50:00,28.14,1760, , , , ,
2020-09-02 14:00:00,28.18,4115, , , , ,
2020-09-02 14:10:00,28.23,3848, , , , ,
2020-09-02 14:20:00,28.31,4175, , , , ,
2020-09-02 14:30:00,28.14,1180, , , , ,
2020-09-02 14:40:00,28.14,1844, , , , ,
2020-09-02 14:50:00,28.10,1561, , , , ,
2020-09-02 15:00:00,28.10,2330, , , , ,
2020-09-02 15:10:00,28.10,1277, , , , ,
2020-09-02 15:20:00,28.05,506, , , , ,
2020-09-02 15:30:00,27.93,479, , , , ,
2020-09-02 15:40:00,27.84,954, , , , ,
2020-09-02 15:50:00,27.80,977, , , , ,
2020-09-02 16:00:00,27.75,715, , , , ,
2020-09-02 16:10:00,27.71,676, , , , ,
2020-09-02 16:20:00,27.54,376, , , , ,
2020-09-02 16:30:00,27.50,447, , , , ,
2020-09-02 16:40:00,27.54,400, , , , ,
2020-09-02 16:50:00,27.58,246, , , , ,
2020-09-02 17:00:00,27.58,276, , , , ,
2020-09-02 17:10:00,27.58,444, , , , ,
2020-09-02 17:20:00,27.75,655, , , , ,
2020-09-02 17:30:00,27.88,158, , , , ,
2020-09-02 17:40:00,27.80,140, , , , ,
2020-09-02 17:50:00,27.84,120, , , , ,
2020-09-02 18:00:00,27.88,198, , , , ,
2020-09-02 18:10:00,27.84,51, , , , ,
2020-09-02 18:20:00,27.71,19, , , , ,
2020-09-02 18:30:00,27.67,12, , , , ,
2020-09-02 18:40:00,27.63,6, , , , ,
2020-09-02 18:50:00,27.58,1, , , , ,
2020-09-02 19:00:00,27.58,0, , , , ,
2020-09-02 19:10:00,27.50,0, , , , ,
2020-09-02 19:20:00,27.41,0, , , , ,
2020-09-02 19:30:00,27.37,0, , , , ,
2020-09-02 19:40:00,27.37,0, , , , ,
2020-09-02 19:50:00,27.32,0, , , , ,
2020-09-02 20:00:00,27.45,0, , , , ,
2020-09-02 20:10:00,27.41,0, , , , ,
2020-09-02 20:20:00,27.37,0, , , , ,
2020-09-02 20:30:00,27.41,0, , , , ,
2020-09-02 20:40:00,27.50,0, , , , ,
2020-09-02 20:50:00,27.41,0, , , , ,
2020-09-02 21:00:00,27.50,0, , , , ,
2020-09-02 21:10:00,27.54,0, , , , ,
2020-09-02 21:20:00,27.50,0, , , , ,
2020-09-02 21:30:00,27.41,0, , , , ,
2020-09-02 21:40:00,27.37,0, , , , ,
2020-09-02 21:50:00,27.41,0, , , , ,
2020-09-02 22:00:00,27.24,0, , , , ,
2020-09-02 22:10:00,27.20,0, , , , ,
2020-09-02 22:20:00,27.20,0, , , , ,
2020-09-02 22:30:00,27.32,0, , , , ,
2020-09-02 22:40:00,27.11,0, , , , ,
2020-09-02 22:50:00,27.07,0, , , , ,
2020-09-02 23:00:00,27.11,0, , , , ,
2020-09-02 23:10:00,27.07,0, , , , ,
2020-09-02 23:20:00,26.94,0, , , , ,
2020-09-02 23:30:00,27.11,0, , , , ,
2020-09-02 23:40:00,27.20,0, , , , ,
2020-09-02 23:50:00,27.24,0, , , , ,
2020-09-03 00:00:00,27.24,0, , , , ,
2020-09-03 00:10:00,27.20,0, , , , ,
2020-09-03 00:20:00,27.20,0, , , , ,
2020-09-03 00:30:00,27.15,0, , , , ,
2020-09-03 00:40:00,27.20,0, , , , ,
2020-09-03 00:50:00,27.11,0, , , , ,
2020-09-03 01:00:00,27.07,0, , , , ,
2020-09-03 01:10:00,27.07,0, , , , ,
2020-09-03 01:20:00,26.94,0, , , , ,
2020-09-03 01:30:00,26.98,0, , , , ,
2020-09-03 01:40:00,26.98,0, , , , ,
2020-09-03 01:50:00,26.90,0, , , , ,
2020-09-03 02:00:00,26.94,0, , , , ,
2020-09-03 02:10:00,26.98,0, , , , ,
2020-09-03 02:20:00,26.90,0, , , , ,
2020-09-03 02:30:00,26.85,0, , , , ,
2020-09-03 02:40:00,26.85,0, , , , ,
2020-09-03 02:50:00,26.85,0, , , , ,
2020-09-03 03:00:00,26.77,0, , , , ,
2020-09-03 03:10:00,26.77,0, , , , ,
2020-09-03 03:20:00,26.77,0, , , , ,
2020-09-03 03:30:00,26.72,0, , , , ,
2020-09-03 03:40:00,26.77,0, , , , ,
2020-09-03 03:50:00,26.81,0, , , , ,
2020-09-03 04:00:00,26.77,0, , , , ,
2020-09-03 04:10:00,26.77,0, , , , ,
2020-09-03 04:20:00,26.72,0, , , , ,
2020-09-03 04:30:00,26.72,0, , , , ,
2020-09-03 04:40:00,26.64,0, , , , ,
2020-09-03 04:50:00,26.64,0, , , , ,
2020-09-03 05:00:00,26.64,0, , , , ,
2020-09-03 05:10:00,26.60,0, , , , ,
2020-09-03 05:20:00,26.64,0, , , , ,
2020-09-03 05:30:00,26.60,0, , , , ,
2020-09-03 05:40:00,26.64,2, , , , ,
2020-09-03 05:50:00,26.68,14, , , , ,
2020-09-03 06:00:00,26.64,45, , , , ,
2020-09-03 06:10:00,26.64,152, , , , ,
2020-09-03 06:20:00,26.68,497, , , , ,
2020-09-03 06:30:00,26.68,833, , , , ,
2020-09-03 06:40:00,26.68,1814, , , , ,
2020-09-03 06:50:00,26.64,1523, , , , ,
2020-09-03 07:00:00,26.68,3039, , , , ,
2020-09-03 07:10:00,26.68,3008, , , , ,
2020-09-03 07:20:00,26.68,2533, , , , ,
2020-09-03 07:30:00,26.72,6436, , , , ,
2020-09-03 07:40:00,24.75,3246, , , , ,
2020-09-03 07:50:00,25.74,4643, , , , ,
2020-09-03 08:00:00,25.65,5126, , , , ,
2020-09-03 08:10:00,25.95,5960, , , , ,
2020-09-03 08:20:00,25.82,6310, , , , ,
2020-09-03 08:30:00,26.08,5307, , , , ,
2020-09-03 08:40:00,25.87,4333, , , , ,
2020-09-03 08:50:00,26.25,3927, , , , ,
2020-09-03 09:00:00,26.77,6971, , , , ,
2020-09-03 09:10:00,27.07,5279, , , , ,
2020-09-03 09:20:00,26.81,2051, , , , ,
2020-09-03 09:30:00,27.20,6433, , , , ,
2020-09-03 09:40:00,27.41,6134, , , , ,
2020-09-03 09:50:00,27.37,4884, , , , ,
2020-09-03 10:00:00,27.41,6098, , , , ,
2020-09-03 10:10:00,27.41,4884, , , , ,
2020-09-03 10:20:00,27.88,5571, , , , ,
2020-09-03 10:30:00,27.75,5030, , , , ,
2020-09-03 10:40:00,27.88,5350, , , , ,
2020-09-03 10:50:00,28.01,3611, , , , ,
2020-09-03 11:00:00,27.75,5844, , , , ,
2020-09-03 11:10:00,27.80,5524, , , , ,
2020-09-03 11:20:00,27.67,5345, , , , ,
2020-09-03 11:30:00,28.05,6907, , , , ,
2020-09-03 11:40:00,28.27,6305, , , , ,
2020-09-03 11:50:00,27.97,3643, , , , ,
2020-09-03 12:00:00,27.75,3759, , , , ,
2020-09-03 12:10:00,27.63,2816, , , , ,
2020-09-03 12:20:00,27.63,2607, , , , ,
2020-09-03 12:30:00,27.67,3044, , , , ,
2020-09-03 12:40:00,27.84,2830, , , , ,
2020-09-03 12:50:00,27.88,2671, , , , ,
2020-09-03 13:00:00,27.88,2195, , , , ,
2020-09-03 13:10:00,28.05,2708, , , , ,
2020-09-03 13:20:00,28.14,2666, , , , ,
2020-09-03 13:30:00,28.10,3164, , , , ,
2020-09-03 13:40:00,28.27,2676, , , , ,
2020-09-03 13:50:00,28.31,2916, , , , ,
2020-09-03 14:00:00,28.18,2533, , , , ,
2020-09-03 14:10:00,28.23,2918, , , , ,
2020-09-03 14:20:00,28.27,2465, , , , ,
2020-09-03 14:30:00,28.35,3182, , , , ,
2020-09-03 14:40:00,28.27,3008, , , , ,
2020-09-03 14:50:00,28.10,2038, , , , ,
2020-09-03 15:00:00,28.10,1854, , , , ,
2020-09-03 15:10:00,27.97,2077, , , , ,
2020-09-03 15:20:00,28.10,2072, , , , ,
2020-09-03 15:30:00,27.97,2202, , , , ,
2020-09-03 15:40:00,28.01,2067, , , , ,
2020-09-03 15:50:00,27.93,1877, , , , ,
2020-09-03 16:00:00,27.88,1842, , , , ,
2020-09-03 16:10:00,27.80,1780, , , , ,
2020-09-03 16:20:00,27.75,1782, , , , ,
2020-09-03 16:30:00,27.63,1706, , , , ,
2020-09-03 16:40:00,27.50,1622, , , , ,
2020-09-03 16:50:00,27.32,1260, , , , ,
2020-09-03 17:00:00,27.20,1596, , , , ,
2020-09-03 17:10:00,27.32,1850, , , , ,
2020-09-03 17:20:00,27.20,1581, , , , ,
2020-09-03 17:30:00,27.11,1288, , , , ,
2020-09-03 17:40:00,27.02,1531, , , , ,
2020-09-03 17:50:00,27.07,1347, , , , ,
2020-09-03 18:00:00,26.81,967, , , , ,
2020-09-03 18:10:00,26.64,843, , , , ,
2020-09-03 18:20:00,26.51,710, , , , ,
2020-09-03 18:30:00,26.21,374, , , , ,
2020-09-03 18:40:00,25.91,159, , , , ,
2020-09-03 18:50:00,25.74,61, , , , ,
2020-09-03 19:00:00,25.82,9, , , , ,
2020-09-03 19:10:00,25.82,1, , , , ,
2020-09-03 19:20:00,25.78,0, , , , ,
2020-09-03 19:30:00,25.74,0, , , , ,
2020-09-03 19:40:00,25.69,0, , , , ,
2020-09-03 19:50:00,25.65,0, , , , ,
2020-09-03 20:00:00,25.57,0, , , , ,
2020-09-03 20:10:00,25.48,0, , , , ,
2020-09-03 20:20:00,25.27,0, , , , ,
2020-09-03 20:30:00,25.09,0, , , , ,
2020-09-03 20:40:00,24.97,0, , , , ,
2020-09-03 20:50:00,24.79,0, , , , ,
2020-09-03 21:00:00,24.71,0, , , , ,
2020-09-03 21:10:00,24.66,0, , , , ,
2020-09-03 21:20:00,24.54,0, , , , ,
